_link,_link_releases,_link_releases_parties,_link_main,scheme,id,description
0.releases.1097.parties.24.details.classifications.0,0.releases.1097,0.releases.1097.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1098.parties.6.details.classifications.0,0.releases.1098,0.releases.1098.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1098.parties.24.details.classifications.0,0.releases.1098,0.releases.1098.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1099.parties.6.details.classifications.0,0.releases.1099,0.releases.1099.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1099.parties.24.details.classifications.0,0.releases.1099,0.releases.1099.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1100.parties.6.details.classifications.0,0.releases.1100,0.releases.1100.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1100.parties.24.details.classifications.0,0.releases.1100,0.releases.1100.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1101.parties.6.details.classifications.0,0.releases.1101,0.releases.1101.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1101.parties.24.details.classifications.0,0.releases.1101,0.releases.1101.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1102.parties.6.details.classifications.0,0.releases.1102,0.releases.1102.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1102.parties.24.details.classifications.0,0.releases.1102,0.releases.1102.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1103.parties.6.details.classifications.0,0.releases.1103,0.releases.1103.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1103.parties.24.details.classifications.0,0.releases.1103,0.releases.1103.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1104.parties.6.details.classifications.0,0.releases.1104,0.releases.1104.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1104.parties.24.details.classifications.0,0.releases.1104,0.releases.1104.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1105.parties.6.details.classifications.0,0.releases.1105,0.releases.1105.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1105.parties.24.details.classifications.0,0.releases.1105,0.releases.1105.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1106.parties.6.details.classifications.0,0.releases.1106,0.releases.1106.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1106.parties.24.details.classifications.0,0.releases.1106,0.releases.1106.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1107.parties.6.details.classifications.0,0.releases.1107,0.releases.1107.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1107.parties.24.details.classifications.0,0.releases.1107,0.releases.1107.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1108.parties.6.details.classifications.0,0.releases.1108,0.releases.1108.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1108.parties.24.details.classifications.0,0.releases.1108,0.releases.1108.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1110.parties.6.details.classifications.0,0.releases.1110,0.releases.1110.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1110.parties.24.details.classifications.0,0.releases.1110,0.releases.1110.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1111.parties.6.details.classifications.0,0.releases.1111,0.releases.1111.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1111.parties.24.details.classifications.0,0.releases.1111,0.releases.1111.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1112.parties.6.details.classifications.0,0.releases.1112,0.releases.1112.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1112.parties.24.details.classifications.0,0.releases.1112,0.releases.1112.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1113.parties.6.details.classifications.0,0.releases.1113,0.releases.1113.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1113.parties.24.details.classifications.0,0.releases.1113,0.releases.1113.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1114.parties.6.details.classifications.0,0.releases.1114,0.releases.1114.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1114.parties.24.details.classifications.0,0.releases.1114,0.releases.1114.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1115.parties.5.details.classifications.0,0.releases.1115,0.releases.1115.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.1115.parties.8.details.classifications.0,0.releases.1115,0.releases.1115.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.1123.parties.1.details.classifications.0,0.releases.1123,0.releases.1123.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1124.parties.2.details.classifications.0,0.releases.1124,0.releases.1124.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1128.parties.4.details.classifications.0,0.releases.1128,0.releases.1128.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1128.parties.9.details.classifications.0,0.releases.1128,0.releases.1128.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.1129.parties.3.details.classifications.0,0.releases.1129,0.releases.1129.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.1130.parties.4.details.classifications.0,0.releases.1130,0.releases.1130.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1130.parties.7.details.classifications.0,0.releases.1130,0.releases.1130.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.1130.parties.9.details.classifications.0,0.releases.1130,0.releases.1130.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.1130.parties.12.details.classifications.0,0.releases.1130,0.releases.1130.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.1131.parties.4.details.classifications.0,0.releases.1131,0.releases.1131.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1131.parties.9.details.classifications.0,0.releases.1131,0.releases.1131.parties.9,0,WLB,WLB,Woman-Lead Business
0.releases.1132.parties.1.details.classifications.0,0.releases.1132,0.releases.1132.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1133.parties.2.details.classifications.0,0.releases.1133,0.releases.1133.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1134.parties.2.details.classifications.0,0.releases.1134,0.releases.1134.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1136.parties.4.details.classifications.0,0.releases.1136,0.releases.1136.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1139.parties.4.details.classifications.0,0.releases.1139,0.releases.1139.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1140.parties.4.details.classifications.0,0.releases.1140,0.releases.1140.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1141.parties.1.details.classifications.0,0.releases.1141,0.releases.1141.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1141.parties.3.details.classifications.0,0.releases.1141,0.releases.1141.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.1141.parties.4.details.classifications.0,0.releases.1141,0.releases.1141.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1141.parties.7.details.classifications.0,0.releases.1141,0.releases.1141.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.1142.parties.4.details.classifications.0,0.releases.1142,0.releases.1142.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1143.parties.2.details.classifications.0,0.releases.1143,0.releases.1143.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1143.parties.3.details.classifications.0,0.releases.1143,0.releases.1143.parties.3,0,WLB,WLB,Woman-Lead Business
0.releases.1143.parties.6.details.classifications.0,0.releases.1143,0.releases.1143.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1144.parties.2.details.classifications.0,0.releases.1144,0.releases.1144.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1145.parties.4.details.classifications.0,0.releases.1145,0.releases.1145.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1145.parties.5.details.classifications.0,0.releases.1145,0.releases.1145.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.1147.parties.6.details.classifications.0,0.releases.1147,0.releases.1147.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1147.parties.24.details.classifications.0,0.releases.1147,0.releases.1147.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1148.parties.6.details.classifications.0,0.releases.1148,0.releases.1148.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1148.parties.24.details.classifications.0,0.releases.1148,0.releases.1148.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1149.parties.6.details.classifications.0,0.releases.1149,0.releases.1149.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1149.parties.24.details.classifications.0,0.releases.1149,0.releases.1149.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1150.parties.6.details.classifications.0,0.releases.1150,0.releases.1150.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1150.parties.24.details.classifications.0,0.releases.1150,0.releases.1150.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1151.parties.6.details.classifications.0,0.releases.1151,0.releases.1151.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1151.parties.24.details.classifications.0,0.releases.1151,0.releases.1151.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1152.parties.6.details.classifications.0,0.releases.1152,0.releases.1152.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1152.parties.24.details.classifications.0,0.releases.1152,0.releases.1152.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1153.parties.6.details.classifications.0,0.releases.1153,0.releases.1153.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1153.parties.24.details.classifications.0,0.releases.1153,0.releases.1153.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1155.parties.6.details.classifications.0,0.releases.1155,0.releases.1155.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1155.parties.24.details.classifications.0,0.releases.1155,0.releases.1155.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1156.parties.6.details.classifications.0,0.releases.1156,0.releases.1156.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1156.parties.24.details.classifications.0,0.releases.1156,0.releases.1156.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1160.parties.6.details.classifications.0,0.releases.1160,0.releases.1160.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1160.parties.24.details.classifications.0,0.releases.1160,0.releases.1160.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1161.parties.6.details.classifications.0,0.releases.1161,0.releases.1161.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1161.parties.24.details.classifications.0,0.releases.1161,0.releases.1161.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1162.parties.6.details.classifications.0,0.releases.1162,0.releases.1162.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1162.parties.24.details.classifications.0,0.releases.1162,0.releases.1162.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1163.parties.6.details.classifications.0,0.releases.1163,0.releases.1163.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1163.parties.24.details.classifications.0,0.releases.1163,0.releases.1163.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1164.parties.2.details.classifications.0,0.releases.1164,0.releases.1164.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1164.parties.4.details.classifications.0,0.releases.1164,0.releases.1164.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1164.parties.7.details.classifications.0,0.releases.1164,0.releases.1164.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.1164.parties.10.details.classifications.0,0.releases.1164,0.releases.1164.parties.10,0,WLB,WLB,Woman-Lead Business
0.releases.1164.parties.12.details.classifications.0,0.releases.1164,0.releases.1164.parties.12,0,WLB,WLB,Woman-Lead Business
0.releases.1165.parties.6.details.classifications.0,0.releases.1165,0.releases.1165.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1165.parties.24.details.classifications.0,0.releases.1165,0.releases.1165.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1166.parties.6.details.classifications.0,0.releases.1166,0.releases.1166.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1166.parties.24.details.classifications.0,0.releases.1166,0.releases.1166.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1169.parties.6.details.classifications.0,0.releases.1169,0.releases.1169.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1169.parties.24.details.classifications.0,0.releases.1169,0.releases.1169.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1170.parties.6.details.classifications.0,0.releases.1170,0.releases.1170.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1170.parties.24.details.classifications.0,0.releases.1170,0.releases.1170.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1171.parties.6.details.classifications.0,0.releases.1171,0.releases.1171.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1171.parties.24.details.classifications.0,0.releases.1171,0.releases.1171.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1172.parties.6.details.classifications.0,0.releases.1172,0.releases.1172.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1172.parties.24.details.classifications.0,0.releases.1172,0.releases.1172.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1173.parties.6.details.classifications.0,0.releases.1173,0.releases.1173.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1173.parties.24.details.classifications.0,0.releases.1173,0.releases.1173.parties.24,0,WLB,WLB,Woman-Lead Business
0.releases.1174.parties.1.details.classifications.0,0.releases.1174,0.releases.1174.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1174.parties.2.details.classifications.0,0.releases.1174,0.releases.1174.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1174.parties.6.details.classifications.0,0.releases.1174,0.releases.1174.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1175.parties.6.details.classifications.0,0.releases.1175,0.releases.1175.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1175.parties.16.details.classifications.0,0.releases.1175,0.releases.1175.parties.16,0,WLB,WLB,Woman-Lead Business
0.releases.1179.parties.2.details.classifications.0,0.releases.1179,0.releases.1179.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1182.parties.1.details.classifications.0,0.releases.1182,0.releases.1182.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1182.parties.2.details.classifications.0,0.releases.1182,0.releases.1182.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1183.parties.6.details.classifications.0,0.releases.1183,0.releases.1183.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1183.parties.8.details.classifications.0,0.releases.1183,0.releases.1183.parties.8,0,WLB,WLB,Woman-Lead Business
0.releases.1183.parties.11.details.classifications.0,0.releases.1183,0.releases.1183.parties.11,0,WLB,WLB,Woman-Lead Business
0.releases.1190.parties.1.details.classifications.0,0.releases.1190,0.releases.1190.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1191.parties.2.details.classifications.0,0.releases.1191,0.releases.1191.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1191.parties.4.details.classifications.0,0.releases.1191,0.releases.1191.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1192.parties.7.details.classifications.0,0.releases.1192,0.releases.1192.parties.7,0,WLB,WLB,Woman-Lead Business
0.releases.1192.parties.17.details.classifications.0,0.releases.1192,0.releases.1192.parties.17,0,WLB,WLB,Woman-Lead Business
0.releases.1192.parties.19.details.classifications.0,0.releases.1192,0.releases.1192.parties.19,0,WLB,WLB,Woman-Lead Business
0.releases.1192.parties.20.details.classifications.0,0.releases.1192,0.releases.1192.parties.20,0,WLB,WLB,Woman-Lead Business
0.releases.1192.parties.23.details.classifications.0,0.releases.1192,0.releases.1192.parties.23,0,WLB,WLB,Woman-Lead Business
0.releases.1198.parties.1.details.classifications.0,0.releases.1198,0.releases.1198.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1198.parties.4.details.classifications.0,0.releases.1198,0.releases.1198.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1203.parties.2.details.classifications.0,0.releases.1203,0.releases.1203.parties.2,0,WLB,WLB,Woman-Lead Business
0.releases.1203.parties.4.details.classifications.0,0.releases.1203,0.releases.1203.parties.4,0,WLB,WLB,Woman-Lead Business
0.releases.1203.parties.5.details.classifications.0,0.releases.1203,0.releases.1203.parties.5,0,WLB,WLB,Woman-Lead Business
0.releases.1203.parties.6.details.classifications.0,0.releases.1203,0.releases.1203.parties.6,0,WLB,WLB,Woman-Lead Business
0.releases.1206.parties.1.details.classifications.0,0.releases.1206,0.releases.1206.parties.1,0,WLB,WLB,Woman-Lead Business
0.releases.1208.parties.2.details.classifications.0,0.releases.1208,0.releases.1208.parties.2,0,WLB,WLB,Woman-Lead Business
